,,,,,,,,
,,"SUPPORT
✩","1. Thrilling Tales of Dragon Slayers (3✩)
2. Everlasting Moonglow (5✩)*
3. Prototype Amber (4✩)
4. Favonius Codex (4✩)
5. Wine and Song (4✩)","1. Maiden Beloved (4)*
2. Maiden Beloved (2) / Tenacity of the Millelith (2) / Ocean-Hued Clam (2) [Choose Two]
3. Instructor (4)*","Sands - HP%
Goblet - HP%
Circlet - Healing Bonus","1. HP%
3. Flat HP","1. Skill
2. Burst","Barbara's skill gives you a pulse of healing every 5 seconds, every pulse will imbue you with a Hydro status, that means it can be used for status-cleansing (Pyro in specific, while other elements may take more pulses).

Take note that Hydro reacting with Cryo status will freeze you in place, her skill should be used in consideration of the environment"
,,BLOOM DPS,"1. A Thousand Floating Dreams (5✩)
2. Sacrificial Fragments (4✩)
3. Magic Guide (3✩)","1. Flower of Paradise Lost (4)
2. Gilded Dreams (4)
3. +80 EM set (2) +80 EM set (2)
4. Ocean-Hued Clam (4)*","Sands - Elemental Mastery
Goblet - Elemental Mastery
Circlet - Elemental Mastery","1. Elemental Mastery
2. Energy Recharge","1. Skill
2. Burst",
,"NOTES

In-depth Guide from KQM","SUPPORT
Use Elemental Skill and/or Elemental Burst and immediately switch. Building ER is not recommended on Support Barbara as her burst should be used as a last resort and should not be expected to be cast every rotation. This is further compounded by the fact that Barbara has no particle generation. For this reason, Ocean-Hued Clam is also not recommended for Support Barbara.

Regarding Weapon Choices: 
Everlasting Moonglow: For Electro-Charged teams, this weapon will provide the highest personal damage for Barbara. However, Thrilling Tales of Dragon Slayers will still provide the highest team damage due to its 48 ATK% buff. 

Regarding Artifact Sets:
Maiden Beloved (4): This set is best acquired through the strongbox instead of trying to farm it in its domain.
Instructor (4): The Hydro application from Elemental Skill can be used to trigger an elemental reaction and provide a teamwide Elemental Mastery buff.

BLOOM DPS
This build is specifically for Bloom teams where Barbara is the character intended to trigger the majority of Blooms.

Regarding Aritfact Sets:
Ocean-Hued Clam (4): This set can do more damage than other options in certain situations, while also increasing Barbara's healing to deal with Bloom self-damage. However, this set is very resin inefficient and is thus not recommended to farm specifically for this set.",,,,,,
,CANDACE,ROLE,EQUIPMENT,,ARTIFACT STATS,,TALENT PRIORITY,ABILITY TIPS
,,,WEAPON,ARTIFACT,MAIN STATS,SUBSTATS,,
,,"SUPPORT 
✩","1. Favonius Lance (4✩) 
2. Black Tassel (3✩) ","1. Noblesse Oblige (4)
2. Emblem of Severed Fate (4) 
","Sands - Energy Recharge / HP%
Goblet - HP% / Hydro DMG
Circlet - HP% / Crit Rate / DMG 

","1. Energy Recharge 
2. Crit Rate* 
3. HP%
4. Flat HP 

*Crit Rate only if running Favonius Lance","1. Burst
2. Skill",
,NOTES,"*Current Candace section is filled with placeholder content, it is not a finalized section.*
SUPPORT
Candace has generally poor personal damage, and as such performs best as a low investment support. ",,,,,,
,,,,,,,,
,5 STAR,,,,,,,
,CHILDE,ROLE,EQUIPMENT,,ARTIFACT STATS,,TALENT PRIORITY,ABILITY TIPS
,,,WEAPON,ARTIFACT,MAIN STATS,SUBSTATS,,
,,DPS ✩,"1. Polar Star (5✩)* 
2. Thundering Pulse (5✩)*
~= Hunter's Path (5✩)
~= Aqua Simulacra (5✩)
3. Skyward Harp (5✩)
4. Amos' Bow (5✩)
5. The Viridescent Hunt (4✩)*
6. Blackcliff Warbow (4✩)*
7. Mouun's Moon (4✩) 
~= Prototype Crescent (4✩)*
8. Rust (4✩) 
~= King's Squire (4✩)
~= Hamayumi (4✩) 
~= The Stringless (4✩)*
9. Slingshot (3✩)","1. Heart of Depth (4)
2. Heart of Depth (2) +18% ATK set (2)* 
3. Noblesse Oblige (2) / Heart of Depth (2) / +18% ATK set (2) [Choose Two]
4. Shimenawa's Reminiscence (4)*","Sands - ATK%
Goblet - Hydro DMG
Circlet - Crit Rate / DMG","1. Crit Rate / DMG
2. ATK%
3. Elemental Mastery
4. Energy Recharge
5. Flat ATK","1. Skill
2. Burst
3. Normal Attack","Optimal skill duration for [C0]: 7s, 9s or 12s.
Optimal skill duration for [C1]: 9s, 11s or 14s.

Melee Burst: Only to be used in situations where you need only 1 rotation to clear as the ER requirement to maintain burst uptime is quite high (170-190%), you'll always want to start your rotations with Ranged Burst since it refunds energy to maintain your rotation well.

Skill Combo:
- 2 NA + 1 CA (Optimal)
- 3 NA + 1 CA (Recommended)
- 5 NA + 1 CA (Recommended combo if using Rust or Thundering Pulse)

*NA = Normal Attack, CA = Charged Attack

The Optimal combo provides more damage but consumes more stamina. Recommended combo provides slightly less damage but is stamina neutral and what most weapons should use. 
"
,"NOTES


In-depth Guide 
from
Childe Mains","DPS
The Weapon Rankings here are under the assumption that Childe is used with Bennett and Vaporizes his Burst, aswell as using the optimal attack combos listed in the Ability Tips section.

Regarding Weapon Choices:
Polar Star: Has varied performance depending on how many passive stacks you get. Getting 2-3 stacks at the start of your rotation can perform better than Thundering Pulse while getting no stacks can perform worse than Skyward Harp.  This only applies if you are Vaporizing Childe Burst together with Bennett. In teams without Bennett, Polar Star will always perform better than the other options. 3 stacks can be achieved by doing Skill + 1 Normal + 1 Charged Attack before setting up your Vaporize Burst. If your Skill is still on cooldown, a fully Charged Aimed shot against a riptide affected target, OR a Ranged Normal + quick Aimed shot gives 2 stacks (which can be followed by Skill for the 3rd stack).
Thundering Pulse: Slightly better than Skyward Harp depending on rotations - the more time you spend doing Normal Attacks, the more it pulls ahead over Skyward Harp, but it's not recommended to extend your Childe's melee rotation for this.
The Viridescent Hunt: Offers a valuable passive that helps a lot in grouping enemies, which can offer a ton of damage from Riptide.
Blackcliff Warbow: Due to inconsistency of gaining stacks, falls off compared to other weapons at higher refinements.
Prototype Crescent: Requires you to trigger its passive by hitting the enemy's weak points, falls off if compared with other options without the passive triggered.
The Stringless: Main DPS Childe should only use this weapon in teams where you are Vaporizing your Burst, as the Elemental Mastery substat loses a lot of value in other teams. If Childe is being used as a Nuke Support only for his Vaporized Burst damage, R5 Stringless will rank just below Thundering Pulse. Note that the Stringless Elemental Skill passive does not affect Childe's melee stance auto attacks.

Regarding Artifact Sets:
Heart of Depth (2) +18% ATK set (2): This set is only about 1-2 substats behind Heart of Depth (4), you can opt out for this set instead if you already have decent pieces.
Shimenawa's Reminiscence (4): Due to this set requiring Childe to have around 150% Energy Recharge to reliably burst every rotation, it falls behind the other options. However, it outperforms Heart of Depth (4) if used in a single rotation setting (ignoring ER).",,,,,,
,MONA,ROLE,EQUIPMENT,,ARTIFACT STATS,,TALENT PRIORITY,ABILITY TIPS
,,,WEAPON,ARTIFACT,MAIN STATS,SUB STATS,,
,,DPS,"1. Skyward Atlas (5✩)
2. The Widsith (4✩)
3. Lost Prayer to the Sacred Winds (5✩)
4. Solar Pearl (4✩)
5. Dodoco Tales (4✩)
6. Blackcliff Agate (4✩)
7. Mappa Mare (4✩)
","1. Heart of Depth (4)
2. Noblesse Oblige (2) Heart of Depth (2)
3.  Noblesse Oblige (2) / Heart of Depth (2) / +18% ATK set (2) / +80 EM set (2) [Choose Two]
4. Wanderer's Troupe (4)","Sands - ATK%
Goblet - Hydro DMG
Circlet - Crit Rate / DMG","1. Crit Rate / DMG
2. ATK%
3. Elemental Mastery
4. Energy Recharge
","1. Burst
2. Normal Attack
3. Skill","
"
,,NUKE ✩,"1. The Widsith (4✩)
2. Skyward Atlas (5✩)
3. Memory of Dust (5✩)
4. Lost Prayer to the Sacred Winds (5✩)
5. Solar Pearl (4✩)
6. Mappa Mare (4✩)","1. Emblem of Severed Fate (4)
2. Noblesse Oblige (2) Heart of Depth (2)
3. Noblesse Oblige (2) / Heart of Depth (2) / +18% ATK set (2) / +80 EM set (2) / Emblem of Severed Fate (2) [Choose Two]
4. Noblesse Oblige (4)
5. Instructor (4)*","Sands - ATK% / Energy Recharge / Elemental Mastery
Goblet - Hydro DMG
Circlet - Crit Rate / DMG ","1. Crit Rate / DMG
2. Energy Recharge
3. ATK%
4. Elemental Mastery","1. Burst
2. Skill","To make Mona's burst damage trigger the Vaporize 2.0x multiplier:
1. Apply Pyro on enemy
2. Cast Burst (should react and remove Pyro status on the enemy after using Burst)
3. Wait 2.5 seconds for Mona's burst ICD (Mona should stay on field if you have Bennett, to keep the buff)
4. Swap to Pyro character and apply Pyro on enemy
5. Burst will pop after enemy gets hit, applying Hydro and Vaporizing her damage.

"
,,"FREEZE SUPPORT
✩","1. Thrilling Tales of Dragon Slayers (3✩)*
2. Favonius Codex (4✩)
3. Prototype Amber (4✩)
4. Wine and Song (4✩)","1. Noblesse Oblige (4)
2. Tenacity of the Millelith (4)*
3. +20% Energy Recharge set (2) +20% Energy Recharge set (2)","Sands - Energy Recharge / ATK%
Goblet - Hydro DMG / ATK%
Circlet - Crit Rate

**Offensive stats aren't actually needed on a Freeze Support Mona, focus on Artifact Set Bonus","1. Energy Recharge
2. Crit Rate
3. ATK%

**Offensive stats aren't needed, just stack ER for comfortable Elemental Burst uptime","1. Burst
2. Skill","Mona's Burst applies bubble and Omen debuff upon cast, the count down timer only begins when the bubble is broken.

Frozen enemies can have their bubbles preserved as long as enemies stay in a frozen state. This technique makes Mona a priority Support for Freeze DPS teams."
,NOTES,"DPS
This build is best utilised at [C2], but can work without it. Do note that several 4 stars will out-dps Mona, as Mona is better off as a Sub-DPS/Support.

NUKE
Mona's Elemental Skill provides taunt and procs wet status on enemies, her Elemental Burst is also capable of rendering smaller enemies immobile (Mona needs to be at least 20 levels within the enemy's level) and providing a huge damage burst (and additional omen debuff after proc).

Regarding Artifact Sets:
Instructor (4): A niche set only really used for certain Hu Tao teams nuke setups.

Look to the Nuke Mona's Ability Tip section for Vaporize Nuke set up instructions.

FREEZE SUPPORT
Mona's main role on a freeze team is to provide Omen debuff from her burst as it is extendable via Freeze mechanics. Note that you must apply Cryo before casting Mona's Elemental Burst for the extension to happen. Omen Freeze extension can be done by reapplying Cryo and Hydro aura consistently (this can be done with Cryo / Hydro infused Venti Elemental Burst + on-field Cryo / Hydro aura).

Regarding Weapon Choices:
Thrilling Tales of Dragon Slayers: Generally the best option on Freeze Support Mona because she can furthermore buff the ATK of your Main DPS. This however comes with an assumption that with Thrilling Tales of Dragon Slayers, you still have 100% Elemental Burst uptime. If you do not, pick the other Energy Recharge weapon options for more Elemental Burst uptime.

Regarding Artifact Sets:
Tenacity of the Millelith (4): Run this set if there's already another character with Noblesse Oblige (4) on the team.
",,,,,,
,"SANGONOMIYA
KOKOMI",ROLE,EQUIPMENT,,ARTIFACT STATS,,TALENT PRIORITY,ABILITY TIPS
,,,WEAPON,ARTIFACT,MAIN STATS,SUB STATS,,
,,"SUPPORT
✩","1. Thrilling Tales of Dragon Slayers (3✩)
2. Prototype Amber (4✩)
3. Hakushin Ring (4✩)*
4. Sacrificial Fragments (4✩)*","1. Tenacity of the Millelith (4)*
2. Ocean-Hued Clam (4)*
3. Maiden Beloved (4)
4. Maiden Beloved (2) / Ocean-Hued Clam (2) / Tenacity of the Millelith (2) [Choose Two]","Sands - Energy Recharge / HP%
Goblet - HP%
Circlet - Healing Bonus / HP%

**Mainstats are not important for Tenacity of the Millelith (4) if you do not need the extra healing. Focus on Energy Recharge substats instead.","1. Energy Recharge
2. HP%
3. ATK%
4. Flat HP
5. Flat ATK

","1. Skill
2. Burst","Kokomi's Elemental Burst dynamically alters her skill's damage, this means that you cannot use her Burst to snapshot the buff onto the Skill and swap out.
"
,,DPS,"1. Everlasting Moonglow (5✩)
2. Prototype Amber (4✩)
3. Hakushin Ring (4✩)*
4. Thrilling Tales of Dragon Slayers (3✩)*","1. Ocean-Hued Clam (4)
2. Heart of Depth (4)
3. Maiden Beloved (2) / Ocean-Hued Clam (2) / Heart of Depth (2) / Tenacity of the Millelith (2) [Choose Two]
4. Tenacity of the Millelith (4)*","Sands - HP% / Energy Recharge
Goblet - Hydro DMG
Circlet - Healing Bonus","1. HP%
2. Energy Recharge
3. ATK%
~= Flat HP
4. Elemental Mastery
5. Flat ATK","1. Burst
2. Normal Attack
3. Skill","Due to Kokomi's high stamina cost on her Charged Attacks, her best attack strings are: 

At [C0]: N2D 
At [C1]: N3D*

*N3D might result in a loss of Beidou Stormbreaker hits (DPS loss), and as such is only recommended in a Vaporize comp where the added Hydro application is favoured.

*NA = Normal Attack, D = Dash
"
,,BLOOM DPS,"1. A Thousand Floating Dreams (5✩)
2. Sacrificial Fragments (4✩)
3. Magic Guide (3✩)
~= Fruit of Fulfillment (4✩)","1. Flower of Paradise Lost (4)
2. Gilded Dreams (4)
3. +80 EM set (2) +80 EM set (2)
4. Ocean-Hued Clam (4)*","Sands - Elemental Mastery
Goblet - Elemental Mastery
Circlet - Elemental Mastery","1. Elemental Mastery
2. Energy Recharge
3. HP%
4. Flat HP","1. Skill
2. Burst",
,"NOTES


In-depth Guide
from
Kokomi Mains + KQM","SUPPORT
Support Kokomi focuses on just using her Elemental Burst before her Elemental Skill's duration ends to refresh her skill duration. This allows 100% uptime on Hydro application from her Elemental Skill for Freeze / Electro-charge teams.

Regarding Weapon Choices:
Hakushin Ring: This weapon can provide Elemental DMG% for the team in Electro-charged teams and will outperform Prototype Amber if you value damage more than healing.
Sacrificial Fragments: Can be useful as Kokomi won't need to use her Elemental Burst to reset her skill duration. This allows for smoother rotations as she will not face the problem of missing out on the reset for her Elemental Skill due to not casting Burst in time.

Regarding Artifact Sets:
Tenacity of the Millelith (4): With proper extension of Kokomi's Elemental Skill, she can maintain near 100% uptime on this artifact set's 4 piece effect.
Ocean Hued Clam (4): This ranking assumes Kokomi is being used only for her Elemental Skill. If she is being used to attack onfield during Elemental Burst, this set may overtake Tenacity of the Millelith (4). 

Regarding Main Stats and Sub Stats: 
Energy Recharge: Prioritise Energy Recharge first to ensure you can always use Elemental Burst before the Elemental Skill expires in order to maintain Hydro application. 

DPS
DPS Kokomi aims to maximise her onfield damage during her Elemental Burst's duration. Outside of her Elemental Burst, her damage is lackluster and not worth building for.

Regarding Weapon Choices:
Thrilling Tales of Dragon Slayers: Although this weapon doesn't provide as much personal damage for Kokomi, the 48% ATK buff is usually more worth in most cases. This can be her best weapon in for overall team DPS if you don't already have another Thrilling Tales of Dragon Slayers user in your team.
Hakushin Ring: This weapon can provide Elemental DMG% for the team in Electro-charged teams, and is the best choice in those situations.

Regarding Artifact Sets:
Tenacity of the Millelith (4): Although this set offers the lowest personal damage for Kokomi, the 20% ATK team buff can sometimes be better for overall team DPS.

BLOOM DPS
This build is specifically for Bloom teams where Kokomi is the character intended to trigger the majority of Blooms.

Regarding Aritfact Sets:
Ocean-Hued Clam (4): This set can do more damage than other options in certain situations, while also increasing Kokomi's healing to deal with Bloom self-damage. However, this set is very resin inefficient and is thus not recommended to farm specifically for this set.",,,,,,
,KAMISATO AYATO,ROLE,EQUIPMENT,,ARTIFACT STATS,,TALENT PRIORITY,ABILITY TIPS
,,,WEAPON,ARTIFACT,MAIN STATS,SUB STATS,,
,,DPS ✩,"1. Haran Geppaku Futsu (5✩)
~= Primordial Jade Cutter (5✩) 
2. Mistsplitter Reforged (5✩)
3. The Black Sword (4✩) 
4. Summit Shaper (5✩)*
5. Kagotsurube Isshin (4✩)
6. Lions Roar (4✩)*
7. Amenoma Kageuchi (4✩) [R3] *
~=Skyward Blade (5✩)*","1. Heart of Depth (4) 
~= Gladiator's Finale (4)
2. Heart of Depth (2) +18% ATK set (2)
3. Blizzard Strayer (4)*
4. Thundering Fury (4)*
5. Echoes of an Offering (4)*

","Sands - ATK%
Goblet - Hydro DMG
Circlet - Crit Rate / DMG","1. Crit Rate / DMG
2. ATK%
3. Energy Recharge
4. HP%
5. Elemental Mastery
6. Flat ATK","1. Skill
2. Burst","Try to activate Ayato's Elemental Burst before using his skill to maximize his Normal Attack DMG. Getting enough Energy Recharge for this is important, and varies based on team. Since the casting time is so long, it may not be worth snapshotting into buffs.

The amount of slashes Ayato can do during an Elemental Skill window is sometimes influenced by the player's set FPS."
,"NOTES

In-Depth Guide
by KQM","DPS
DPS Ayato focuses on doing large amounts of on-field damage with his Elemental Skill and Elemental Burst. 

Regarding Weapon Choices:
Skyward Blade and Amenoma Kageuchi: If you are running Ayato in teams where he needs more than 140% ER to burst, these weapons can be quite valuable.
Summit Shaper: In teams where ATK buffs are scarce, this weapon has the potential to rival The Black Sword.
Lions Roar: In Electro-Charged teams, this weapon performs about equal to The Black Sword.

Regarding Artifact Sets:
Echoes of an Offering (4): The performance of this artifact set is inconsistent, and is based on user ping and other factors. It is not recommended to run this set unless your ping is consistently below 100. If you can achieve this, Echoes of an Offering (4) is only preferred on weapons with high amounts of DMG% such as Mistsplitter Reforged and Haran Geppaku Futsu. Otherwise, Heart of Depth (4) is preferred.
Blizzard Strayer (4): When run in a Freeze Team, this is Ayato's best set. Note that it is not recommended to farm specifically for this set.
Thundering Fury (4): When run in an Electro-Charged team, this is Ayato's best set due to the Cooldown Reduction on Elemental Skill allowing for shorter rotations. Note that it is not recommended to farm specifically for this set.",,,,,,
,YELAN,ROLE,EQUIPMENT,,ARTIFACT STATS,,TALENT PRIORITY,ABILITY TIPS
,,,WEAPON,ARTIFACT,MAIN STATS,SUB STATS,,
,,"HIGH ENERGY REQUIREMENTS
(OFF-FIELD DPS)
✩
","1. Elegy for the End (5✩)*
2. Favonius Warbow (4✩)
3. Aqua Simulacra (5✩)*
4. Sacrificial Bow (4✩) [R3]*","1. Emblem of Severed Fate (4)
2. Emblem of Severed Fate (2) / Tenacity of the Millelith (2) / Heart of Depth (2) / Noblesse Oblige (2) [Choose Two]","Sands - Energy Recharge / HP%
Goblet - Hydro DMG / HP%*
Circlet - Crit Rate / Crit DMG / HP%","1. Energy Recharge
2. HP% 
~= Crit Rate / DMG
3. Flat HP","1. Burst
2. Skill
3. Normal Attack*",
,,"LOW ENERGY REQUIREMENTS
(OFF-FIELD DPS)
✩","1. Aqua Simulacra (5✩)
2. Mouun's Moon (4✩) [R3-R5]* 
~= The Stringless (4✩) [R3-R5]
~= Slingshot (3✩) 
3. Hunter's Path (5✩)*
~= Polar Star (5✩)*
~= Thundering Pulse (5✩)*
4. Fading Twilight (4✩) [R5] 
5. Recurve Bow (3✩)",,,,,
,"NOTES


In-depth Guide 
from 
Yelan Mains","OFF-FIELD DPS
Yelan is an off-field DPS who is able to apply Hydro via her Elemental Burst, this part of her kit acts similarly to Xingqiu's Elemental Burst. Yelan mainly scales off HP%, so don't build her with ATK%. Yelan also wants a lot of Energy Recharge to be able to maintain her Elemental Burst uptime, this can decrease depending on the number of Hydro units or energy providers in the team.

Regarding Weapon Choices:
Elegy for the End: This weapon is to be used only in reaction based comps such as Vape Hu Tao, Yelan's personal damage is lower than other options on this list, but is more beneficial for the team's damage per rotation.
Mouun's Moon: This weapon works best at [R3+] and makes HP% Goblet potentially a stronger option instead of Hydro Bonus especially in comps with strong DMG% buffs.
Sacrificial Bow: This ideally needs to be at refinement [R3-R5] to function properly in most Yelan teams rotations without desyncing the rotation and extending her field time.
Aqua Simulacra: Can still perform well at high Energy Recharge as long as your minimum Energy Recharge requirements are met.
Hunter's Path / Polar Star / Thundering Pulse: These weapons are very potent on Yelan being some of her best DPS weapons, but she doesn't take full advantage of them. It is recommended to use them on characters who benefit more from their passives.

Regarding Artifact Main Stats:
Goblet: HP% Goblet is to be used only if the Hydro DMG% option has terrible substats and HP% option has great substats, or if Yelan has strong DMG% buffs such as Emblem of Severed Fate (4) + Mouun's Moon (especially with refinements) or Raiden + Kazuha and so on.
On top of that it's never recommended to run more than 2 HP% mainstat artifacts at a time.

Regarding Talent Priority:
Normal Attacks: Level this up only if you want to constantly use her Breakthrough Barbs.

Big thanks to Vladone ツ#9281 and jstern25#1399 from Yelan Mains for helping us with the calculations.                                        ",,,,,,
,NILOU,ROLE,EQUIPMENT,,ARTIFACT STATS,,TALENT PRIORITY,ABILITY TIPS
,,,WEAPON,ARTIFACT,MAIN STATS,SUB STATS,,
,,BLOOM SUPPORT ✩,"1. Key of Khaj-Nisut (5✩)
2. Freedom-Sworn (5✩)
~= Xiphos' Moonlight (4✩)
3. Iron Sting (4✩)
~= Toukabou Shigure (4✩)
4. Favonius Sword (4✩)*
~= Festering Desire (4✩)*
~= Sacrificial Sword (4✩)*
~= Sapwood Blade (4✩)
5. Primordial Jade Cutter (5✩)","1. +20% HP set (2) +20% HP set (2)
2. +20% HP set (2) and [Choose One] +15% Hydro DMG set (2)* / Noblesse Oblige (2) / +80 EM set (2)*
3. Deepwood Memories (4)*","Sands - HP% / Energy Recharge
Goblet - HP%
Circlet - HP%","1. HP% 
2. Flat HP 
3. Energy Recharge (if bursting every rotation)
4. Elemental Mastery
5. Crit Rate / DMG

** Prefers HP substats above all else until you reach the limit of your  A4 passive which is at 74444 HP","1. Skill
2. Burst

Talent levels do not affect Nilou's buff to Bloom damage, so heavy investment in Talents is not necessary","Off Field Combo
(Q) E N3 (Sword Dance) - Minimizes her own Bloom ownership

(Q) E E E E (Whirling Steps) - Primarily used when Nilou is wielding Key of Khaj-Nisut"
,"NOTES


Quick Guide
from KQM","BLOOM SUPPORT
As a Bloom Support, Nilou's role is to maximize a team's Bloom Damage in teams of strictly Hydro and Dendro characters. Level 90 is highly recommended to maximize Nilou's HP and Bloom Damage

Regarding Weapon Choices:
Favonius Sword, Festering Desire and Sacrificial Sword: Strong options if opting to Burst every rotation. Favonius can potentially help other team members' energy needs. Do bear in mind though that Nilou strongly prefers Elemental Mastery weapons over Energy Recharge weapons in almost all circumstances.

Regarding Artifact Sets:
+80 Elemental Mastery set (2): These sets provide no benefit if Nilou isn't triggering Blooms.
+15% Hydro DMG set (2): This is only really a viable option if Nilou is played mostly on-field instead of off-field.
Deepwood Memories (4): Can be an option if other teammates are not Deepwood Memories holders.",,,,,,
