,,,,,,,,
,"NOTES


In-depth Guide
from KQM","OFF-FIELD DPS
Regarding Weapon Choices: THIS LIST ASSUMES THAT XIANGLING IS RUN WITH BOTH BENNETT AND A SECONDARY BUFFER (i.e. Kazuha/Sucrose)
Wavebreaker's Fin: At [R5], this weapon is equal to or outperforms Staff of Homa, depending on your total team burst cost.
Dragon's Bane: At [R5], this weapon outperforms Primordial Jade Winged-Spear.
Kitain Cross Spear: This weapon's passive reduces the ER threshold of Xiangling greatly. This allows you to distribute ER rolls into otherwise offensive substats and due to this, an [R5] Kitain Cross Spear can outperform Primordial Jade Winged-Spear. Due to lowering ER thresholds so much, the Crimson Witch of Flames (4) artifact set will outperform Emblem of Severed Fate (4).
Lithic Spear: At [R5], and with 2 stacks, this weapon performs equal to Primordial Jade Winged-Spear.
Favonius Lance: The utility provided from a highly refined Favonius Lance can make it a weapon of choice in a team comp where Xiangling is not triggering the reaction and is instead used as an aura. (i.e. Reverse Melt teams)

Regarding Weapons and Artifacts with EM stat:
Dragon's Bane / Kitain Cross Spear / EM substats: In team comps where you can trigger both Vaporize and Overload at the same time (i.e. Raiden National), Elemental Mastery gets more value, pushing these weapons and artifacts ahead in damage.

Regarding Artifact Sets:
Crimson Witch of Flames (4): This set can be competitive with Emblem of Severed Fate (4) on team comps where Xiangling triggers Overloads in addition to Vaporize (i.e. Raiden National).
The Exile (2) Scholar (2): This set can be used as a very low investment support build to enable Reverse Melt team comps where Xiangling is not triggering the reaction and is instead used as an aura and needs a lot of Energy Recharge. Note that it is not recommended to stay on this build as Xiangling can still contribute respectable damage with offensive stats.
",,,,,,
,BENNETT,ROLE,EQUIPMENT,,ARTIFACT STATS,,TALENT PRIORITY,ABILITY TIPS
,,,WEAPON,ARTIFACT,MAIN STATS,SUBSTATS,,
,,DPS,"1. Mistsplitter Reforged (5✩)
2. Primordial Jade Cutter (5✩)*
3. Freedom-Sworn (5✩)
4. Summit Shaper (5✩)
5. Aquila Favonia (5✩)*
6. Blackcliff Longsword (1 Stack) (4✩)
7. Iron Sting (4✩) [R5]*
8. The Alley Flash (4✩)*
9. Skyward Blade (5✩)
10. The Black Sword (4✩)*
11. Iron Sting (4✩)*
12. Festering Desire (4✩)
13. Prototype Rancour (4✩)","1. Crimson Witch of Flames (4)*
2. Crimson Witch of Flames (2) +18% ATK set (2) / Noblesse Oblige (2) / +80 EM set (2) [Choose Two]
3. Thundering Fury (4)*","Sands - Elemental Mastery / ATK%*
Goblet - Pyro DMG 
Circlet - Crit Rate / DMG

**EM sands is generally > ATK%, but substat quality and weapon choice can potentially favour ATK% sands.","1. Crit Rate / DMG
2. Elemental Mastery 
3. ATK% 
4. Energy Recharge

**Elemental Mastery has lower priority than ATK% when using Iron Sting","1. Skill
2. Burst
3. Normal Attack*

*Normal Attack is only a priority if you have C6 Bennett","Bennett's EB grants you a pyro status as long as your characters are within his burst AoE (Cryo in specific, since Pyro > Cryo).

For that, cast EB with Bennett, switch to the character imbued with Cryo and walk on Bennett's Burst field

Upon entering burst field, the Pyro status will continuously imbue you with Pyro, reacting with other elements on you and eventually removing them.
"
,,"BURST SUPPORT
✩","1. Mistsplitter Reforged (5✩)
2. Aquila Favonia (5✩)
3. Skyward Blade (5✩)
4. Freedom-Sworn (5✩)
5. The Alley Flash (4✩)
6. Sapwood Blade (4✩)
7. Blackcliff Longsword (4✩)
8. Prototype Rancour (4✩)
9. Festering Desire (4✩)","1. Noblesse Oblige (4)
2. Emblem of Severed Fate (4)
3. Crimson Witch of Flames (4)
4. Noblesse Oblige (2) / Crimson Witch of Flames (2) / +18% ATK set (2) / +80 EM set (2) / Emblem of Severed Fate (2) [Choose Two]","Sands - ATK% / Energy Recharge
Goblet - Pyro DMG
Circlet - Crit Rate / DMG","1. Crit Rate / DMG
2. ATK%
3. Energy Recharge
4. Elemental Mastery

**Prioritize Energy Recharge first if you can't burst off cooldown","1. Burst
2. Skill",
,,SUPPORT,"1. Mistsplitter Reforged (5✩)*
~= Aquila Favonia (5✩)*
2. Freedom-Sworn (5✩)*
3. The Alley Flash (4✩)*
4. Skyward Blade (5✩)
5. Sapwood Blade (4✩)
6. Blackcliff Longsword (4✩)
7. Prototype Rancour (4✩)*
8. Festering Desire (4✩)
9. Favonius Sword (4✩)
10. Sacrificial Sword (4✩)","1. Noblesse Oblige (4)
2. +20% Energy Recharge set (2) +20% Energy Recharge set (2)
3. Tenacity of the Millelith (2) +15% Healing Bonus set (2)
4. Instructor (4)","Sands - Energy Recharge / HP%
Goblet - HP%
Circlet - Healing Bonus% / HP%

**Main stats aren't as important. Stack Energy Recharge for comfortable Elemental Burst uptime instead.","1. Energy Recharge
2. HP%
3. Flat HP","1. Burst

",
,"NOTES


In-depth Guide
from KQM","DPS

Regarding Weapon Choices:
The Black Sword: With an EM sand, this combo has the highest Melt/Vaporize damage. 
Iron Sting: This weapon at [R1] with an Elemental Mastery sand turns out to have diminishing returns and isn't as good, but [R2+] Iron Sting is a different question because better buffs.
Aquila Favonia: Assuming you have a high investment build's CR/CD stats, this weapon with EM sands will be better than the two above.
Primordial Jade Cutter: With Thundering Fury (4), this weapon is able to out-perform Mistsplitter Reforged due to massive Crit Rate% substat, which allows consistent Vaporize damage despite the lack of Crit Rate/DMG substats, assuming that your EM Sands/Circlet lacks crit rate substats. However, in the rare occasion that your EM pieces manage to roll plenty of Crit subs, Mistsplitter Reforged easily overtakes the Primordial Jade Cutter.
The Alley Flash: This weapon has the potential to beat Iron Sting [R5], but this requires the passive to be up, whenever damaged, your passive is disabled for 5 seconds and you could be losing out a lot of damage, especially if you are constantly being damaged.

Regarding Artifact Sets:
Crimson Witch of Flames (4): Assuming a Melt/Vaporize team, this set is your best set for damage and works best with Chongyun on the same team for consistent Melt.
Thundering Fury (4): This set works best if paired with Electro supports such as Beidou and Fischl/Lisa, as it allows Bennett to accomplish 2 things: 
>1) Rapidly spam E for raw Pyro damage and application, allowing frequent Overload reaction triggers and breaking Electro shields rapidly.
>2) Generate tons of energy for the entire team. 
The setup is generally only recommended for those with Beidou [C2/C6].
The main-stat artifacts you want to farm for Thundering Fury (4) Bennett varies from the main-stat artifacts you'd normally go for the other builds. Instead of ATK%/EM, Pyro and Crit, you'd instead want to go for EM, Pyro and EM on a Thundering Fury (4) Bennett. As such, this also means weapons that have EM substats such as Iron Sting take priority over other swords. 

Recommended amount of ER%: 130-150%. 
With Thundering Fury (4), you have a lot more leeway when it comes to ER.

BURST SUPPORT
A Burst Support Bennett completely ignores the need for excess healing potential and is aimed for people who prefer to squeeze out more damage instead. 
On this build, Bennett is built with offensive stats like ATK%, Pyro Damage, and Crit stats while having a good amount of Energy Recharge to burst off cooldown. 
Prioritize Energy Recharge before offensive stats if you cannot cast your Elemental Burst off cooldown.

SUPPORT
Heals from his Elemental Burst scale off of HP, while his damage buff from Burst only scales with your base ATK (Character Base ATK stat and Weapon Base ATK stat)
DO NOT increase Bennett's constellation from 5 to 6 unless he is in a Pyro team and you know what you're doing. This is because Bennett turns all of your melee on-field character's Auto Attacks into Pyro, which means that Bennett will lose a lot of his team comp potential.
Although Bennett is usually considered a healer, he already heals a lot even without necessarily building for HP%, if you find it unnecessary to build for HP%, you can consider building him as a Burst Support.

Regarding Weapon Choices:
Mistsplitter Reforged, Aquila Favonia: These weapons have the highest Base ATK in the game which is why it is ranked quite high. It is assuming you have enough Energy Recharge so you still can burst off cooldown for the maximum ATK buff.
Freedom-Sworn: In comps where Bennett can reliably trigger reactions (and thus trigger this sword's passive), the buffs provided by this weapon will be stronger than Aquila Favonia.
The Alley Flash: This weapon currently has the highest Base ATK for a 4 Star weapon (even more Base ATK than some 5 stars like Skyward Blade).
Prototype Rancour: This weapon has one of the highest Base ATK for a 4 Star weapon (and this is also a weapon you could craft from the Blacksmith)",,,,,,
,XINYAN,ROLE,EQUIPMENT,,ARTIFACT STATS,,TALENT PRIORITY,ABILITY TIPS
,,,WEAPON,ARTIFACT,MAIN STATS,SUBSTATS,,
,,PHYSICAL DPS ✩,"1. Redhorn Stonethresher (5✩)
2. Skyward Pride (5✩)
3. Serpent Spine (4✩)*
4. The Unforged (5✩)*
5. Song of Broken Pines (5✩)
6. Wolf's Gravestone (5✩)
7. Luxurious Sea-Lord (4✩)
8. Snow-Tombed Starsilver (4✩)
9. Prototype Archaic (4✩)*","1. Pale Flame (2) Bloodstained Chivalry (2)
2. Pale Flame (4)
3. Emblem of Severed Fate (2) +25% Physical DMG set (2)
4. +25% Physical DMG set (2) / +18% ATK set (2) / Noblesse Oblige (2) / Husk of Opulent Dreams (2) [Choose Two]","Sands - ATK% / Energy Recharge
Goblet - Physical DMG 
Circlet - Crit Rate / DMG ","1. Crit Rate / DMG 
2. ATK%
3. Energy Recharge
4. DEF%","1. Normal Attack
>= Burst
>= Skill",
,,PYRO DPS,"1. Redhorn Stonethresher (5✩)
2. Serpent Spine (4✩)*
3. Wolf's Gravestone (5✩)
~= The Unforged (5✩)
~= Skyward Pride (5✩)
~= Song of Broken Pines (5✩)
4. Blackcliff Slasher (4✩)
5. Lithic Blade (4✩)*
6. Luxurious Sea-Lord (4✩)
7. Prototype Archaic (4✩)","1. Lavawalker (4)*
2. Emblem of Severed Fate (2) Crimson Witch of Flames (2)
3. Emblem of Severed Fate (2) +18% ATK set (2)
4. Crimson Witch of Flames (2) / +18% ATK set (2) / Noblesse Oblige (2) [Choose Two]
5. Crimson Witch of Flames (4)
~= Retracing Bolide (4)
6. Husk of Opulent Dreams (2) Crimson Witch of Flames (2)","Sands - ATK%
Goblet - Pyro DMG
Circlet - Crit Rate / Crit DMG","1. Crit Rate / DMG 
2. ATK%
3. Energy Recharge
4. DEF%","1. Normal Attack
>= Skill
>= Burst",
,,SUPPORT,"1. Sacrificial Greatsword (4✩)
2. Whiteblind (4✩)
3. Favonius Greatsword (4✩)","1. Tenacity of the Millelith (4)*
2. Husk of Opulent Dreams (4)
3. Husk of Opulent Dreams (2)","Sands - DEF% /  Energy Recharge
Goblet - DEF%
Circlet - DEF%","1. Energy Recharge
2. ATK% / DEF%
3. Crit Rate / DMG",1. Skill,"Xinyan's skill grants you a Pyro status upon contact with shield. No matter how many times you switch your characters, it'll still apply Pyro every instance you switch with shield. This allows you to cleanse most elemental statuses that has been applied to you.

If the status doesn't get cleansed, switch on that character one more time with the shield. Some elements, such as Hydro, are not cleansed very efficiently."
,NOTES,"PHYSICAL DPS
This build focuses primarily on her Physical Damage as an On-Field DPS. At [C2], she can build a 1:3 Crit Rate:Crit DMG ratio, instead of the usual 1:2 Crit Rate:Crit DMG ratio.

Regarding Weapon Choices:
Serpent Spine: At [R5], this weapon performs better than Skyward Pride.
The Unforged: This ranking is based on unshielded performance, while shielded this weapon performs better than low refinement Serpent Spine.
Prototype Archaic: At [R5], this weapon performs better than Snow-Tombed Starsilver [R5].

PYRO DPS
It is required to run this build with [C6] Bennett. However, it is not recommended to [C6] Bennett solely for Xinyan.

Regarding Weapon Choices:
Serpent Spine: It is worth noting that an [R5] Serpent Spine can outperform Redhorn Stonethresher [R1] with good Serpent Spine stack management.
Lithic Blade: This ranking assumes 2 stacks.

Regarding Artifact Sets:
Lavawalker (4): Xinyan can maintain a high Pyro aura uptime on an enemy, making this her best set.

SUPPORT
This section is dedicated to using Xinyan as a shielder for her team.

Regarding Artifact Sets:
Tenacity of the Millelith (4):  If you can maximize the uptime of Xinyan's Level 3 shield, she can provide a constant 30% Shield Strength and 20% ATK boost to the team (as long as the pulses hit an enemy). This means that Sacrificial Greatsword and Xinyan's [C2] are crucial to making this set shine on her. This set isn't as recommended for her if you have neither of the two.

Shield uptime is also crucial to maximizing her Physical/Shield Support capabilities. If you have neither Sacrificial Greatsword nor at least [C2] (but ideally [C4]) on Xinyan, you may want to build her as a DPS instead of Physical/Shield Support.

Generally not recommended for Pyro Applications, as the pulses only happen at Shield Level 3, and are not very efficient at breaking Cryo shields.

Credit to the In-progress KQM Guide draft",,,,,,
,YANFEI,ROLE,EQUIPMENT,,ARTIFACT STATS,,TALENT PRIORITY,ABILITY TIPS
,,,WEAPON,ARTIFACT,MAIN STATS,SUBSTATS,,
,,"DPS
✩","1. Skyward Atlas (5✩) 
~= Memory of Dust (5✩)
2. Lost Prayer to the Sacred Winds (5✩)*
3. Kagura's Verity (5✩)*
4. The Widsith (4✩)*
5. Dodoco Tales (4✩) [R5]*
6. Solar Pearl (4✩)
7. Blackcliff Agate (4✩)
8. Mappa Mare (4✩)

","1. Crimson Witch of Flames (4)
2. Gilded Dreams (4)*
3. Wanderer's Troupe (4)
4. Crimson Witch of Flames (2) +18% ATK set (2) / +80 EM set (2)
5. Shimenawa's Reminiscence (4)*
6. Retracing Bolide (4)*

","Sands - ATK% / Elemental Mastery
Goblet - Pyro DMG
Circlet - Crit Rate / DMG","1. Crit Rate / DMG 
2. ATK%
3. Energy Recharge
4. Elemental Mastery
5. Flat ATK","1. Normal Attack
2. Burst
3. Skill","Yanfei's Ascension 4 Talent does a second hit after a Crit Charge Attack. This scales 80% of your ATK and can trigger reactions as well due to having a separate internal cooldown on its Pyro application. 
"
,,"SHIELD SUPPORT 
[C4+ REQUIRED]","1. Prototype Amber (4✩)
2. Favonius Codex (4✩)
3. Thrilling Tales of Dragon Slayers (3✩)","1. Emblem of Severed Fate (2) Tenacity of the Millelith (2)
2. Noblesse Oblige (4)","Sands - Energy Recharge / HP% 
Goblet - HP%
Circlet - HP% ","1. Energy Recharge
2. HP% 
3. Flat HP",*Yanfei's talent levels provide nothing for this role and it is not recommended to level them.,
,NOTES,"DPS
Yanfei can have trouble trying to set up for her reaction DPS. Vaporize is generally the more consistent option and you need Xingqiu to make this work best. When running a Vaporize team with Xingqiu, 3 normal attacks into a charged attack (N1>N2>N3>C) is the safest and most reliable way to Vaporize your charged attacks. Make sure you're applying Hydro first before starting combos.

Regarding Weapon Choices:
Lost Prayer to the Sacred Winds / Kagura's Verity: Bennett buff / Thrilling Tales of Dragon Slayer's buff + Noblesse Oblige (4) will push Lost Prayer to the Sacred Winds and Kagura's Verity ahead of Skyward Atlas and Memory of Dust.
The Widsith: Note that with strong attack buffs like Bennett's Burst, an [R5] Widsith can outperform most [R1] 5-star weapons, with the exception of Lost Prayer to the Sacred Winds.
Dodoco Tales: On equal refinements, The Widsith is better than Dodoco Tales, but assuming it's [R5] Dodoco Tales vs [R1]-[R3] The Widsith, [R5] Dodoco Tales is better. Note that Bennett buff / Thrilling Tales of Dragon Slayer's buff + Noblesse Oblige (4) buff may push Widsith and Solar Pearl above Dodoco Tales, even at low refinements.

Regarding Artifact Sets:
Shimenawa's Reminiscence (4): Yanfei will rarely have her burst up due to the 15 energy cost on the 4-piece effect, however she can instead maintain the 4-piece DMG buff over a longer duration, making this set a good alternative to the other options. Note that this set loses out on some value at higher constellations, as she can't get her [C4] effects without casting Burst.
Gilded Dreams (4): Actually her BiS if used in a full Elemental Mastery build with a Overload team.
Retracing Bolide (4): Running Yanfei with a shield character also allows you to make use of a full Retracing Bolide (4) as a placeholder until you're able to find a good Crimson Witch of Flames (4). 

Regarding Artifact Substats Priority: 
Energy Recharge is prioritized over Elemental Mastery here since she has an 80 energy burst cost while her skill is also not very efficient at generating particles for getting it back. A major source of your energy will be coming from enemies as well as potential Pyro batteries like Bennett, so be sure to have her pick the particles up as off-field characters only get 0.6x the value of the particles.

SHIELD SUPPORT
This section is dedicated to a playstyle where Yanfei is utilised as a primary shielder through her 4th Constellation. Due to the requirement of having to burst off cooldown, this build has high energy requirements.",,,,,,
,THOMA,ROLE,EQUIPMENT,,ARTIFACT STATS,,TALENT PRIORITY,ABILITY TIPS
,,,WEAPON,ARTIFACT,MAIN STATS,SUBSTATS,,
,,"BURGEON
✩","1. Kitain Cross Spear (4✩)*
2. Favonius Lance (4✩)
3. Dragon's Bane (4✩)*
4. Moonpiercer (4✩)
5. Black Tassel (3✩)","1. Flower of Paradise Lost (4)
2. Gilded Dreams (4)
3. +80 EM set (2) +80 EM set (2)
4. Emblem of Severed Fate (2) +80 EM Set (2)
5. Crimson Witch of Flames (4) ","Sands - Energy Recharge / Elemental Mastery
Goblet - Elemental Mastery
Circlet - Elemental Mastery","1. Energy Recharge
2. Elemental Mastery
3. HP%
4. Flat HP
5. Crit Rate**","1. Skill
2. Burst


*For an EM-focused build, upgrading Thoma's talent levels isn't a necessity",
,,"SUPPORT
","1. Favonius Lance (4✩)
2. Engulfing Lightning (5✩)
3. ""The Catch"" (4✩) [R5]
4. Kitain Cross Spear (4✩)
5. Prototype Starglitter (4✩)
6. Skyward Spine (5✩)
7. Black Tassel (3✩)*","1. Noblesse Oblige (4)
2. Tenacity of the Millelith (2) Emblem of Severed Fate (2)
3. Instructor (4)*
4. Emblem of Severed Fate (4)
5. The Exile (2) Scholar (2) ","Sands - Energy Recharge / HP%
Goblet - HP%
Circlet - HP%","1. Energy Recharge
2. HP%
3. Crit Rate**
4. Flat HP

**Crit Rate is an option when using Favonius Lance.","1. Skill
2. Burst",
,"NOTES


In-depth Guide
from KQM","BURGEON
This build focuses on using Thoma as a trigger unit for Burgeon reactions. A role he excels at because of his slow Pyro application reducing the likelihood of creating Burning reactions and his shield reducing the self-damage from the aforementioned Burgeon reactions.

Regarding Weapon Choices:
Kitain Cross Spear: High refinement is recommended to further reduce Thoma's Energy Recharge requirements
Dragon's Bane: Becomes a more reasonable option when you have Thoma's C4.

SUPPORT
Thoma ideally wants to focus on shield over damage, and his burst uptime is required to achieve better shields, which is why he needs ER% on top of HP%.

Regarding Weapon Choices:
Black Tassel: At [C4], Thoma gains 15 energy when he fires his Elemental Burst. This effectively reduces his energy cost to 65 and makes it possible to use Black Tassel with ER sands instead of ER weapon with ER sands to further strengthen his shield.

Regarding Artifact sets:
Instructor (4): This set ideally works best in heavily reaction focused teams like Hu Tao Vape where the Elemental Mastery is utilized well. But this comes at the cost of making thoma even more difficult to build, since you have fewer potential substat rolls using 4star artifacts, and therefore less of a chance of hitting his Energy Recharge and HP goals.",,,,,,
,,,,,,,,
,5 STAR,,,,,,,
,DILUC,ROLE,EQUIPMENT,,ARTIFACT STATS,,TALENT PRIORITY,ABILITY TIPS
,,,WEAPON,ARTIFACT,MAIN STATS,SUBSTATS,,
,,DPS ✩,"1. Redhorn Stonethresher (5✩)*
2. Serpent Spine (4✩)*
3. Wolf's Gravestone (5✩)
~= The Unforged (5✩)* 
4. Rainslasher (4✩)* 
5. Skyward Pride (5✩) 
6. Song of Broken Pines (5✩) 
7. Blackcliff Slasher (4✩)
~= Luxurious Sea-Lord (4✩)
8. Prototype Archaic (4✩)

Assumptions are important for this ranking. Please check notes for relevant weapons.
","1. Crimson Witch of Flames (4)*
2. Gilded Dreams (4)
3. Crimson Witch of Flames (2) / +18% ATK set (2) / +80 EM set (2) [Choose Two]
4. Gladiator's Finale (4)*","Sands - Elemental Mastery* / ATK%
Goblet - Pyro DMG
Circlet - Crit Rate / DMG","1. Crit Rate / DMG 
2. ATK%
3. Elemental Mastery* (higher prio in Vaporize/Melt comps)
4. Energy Recharge","1. Normal Attack
2. Skill
3. Burst

**Worth noting that Diluc's constellations boost his Elemental Skill's damage, so talent prioritization can vary from player to player","Diluc has a number of combos he can do during his uptime. 
N = Normal Attack, E = Elemental Skill, Q = Elemental Burst (N2 would equal 2 Normal Attacks)
His most common combo is Q N2 E N2 E N2 E. This fits perfectly into the buff window of his teams.

For high upfront damage, use Q E N1 E N1 E N1. This falls off significantly if the enemy isn't killed within this window.

A full rotation combo can look similar to Q N2 E N2 E N2 E N4 N3 E N1 E E. An example video can be found here.

"
,"NOTES


In-depth Guide
from KQM","DPS
Regarding Weapon Choices:
These placements assume strong ATK buffs such as Bennett, as Diluc is commonly played with them present in his party.
Redhorn Stonethresher: This weapon falls off considerably when strong ATK buffs are not present, still being a top tier option but similar in power to the weapons ranked directly below.
Serpent Spine: This placement assumes you can maintain high stacks of the weapon effect. If you find yourself being hit often, a low-stacked Serpent Spine will find itself falling significantly in potential. This weapon scales well with refinements, having the potential to be Diluc's best weapon.
The Unforged: This weapon matches Wolf's Gravestone while shielded. While unshielded, it loses some potency but is still a strong weapon tied with a low refined Rainslasher.
Rainslasher: This weapon should only be used in teams where Diluc is consistently Vaporizing his attacks. This weapon scales well with refinements, potentially surpassing Wolf's Gravestone at [R5].

Regarding Artifact Sets:
Crimson Witch of Flames (4): Generally the best go to set for Diluc due to how easily Diluc can stack the Pyro Damage effect, while his burst imbues his Normal/Charged Attacks with Pyro.
Gladiator's Finale (4):  For those who are still reluctant on farming for Crimson Witch of Flames (4) (Pre-AR 45), this will still provide a fairly decent increase in DPS as a large portion of his damage is tied into his Normal Attack talent.

Regarding Main Stats Priority:
If Diluc is run alongside Xingqiu where he can trigger Vaporize very often, he can run EM sands as an alternative to ATK sands as EM boosts Diluc's reaction damage significantly.",,,,,,
,KLEE,ROLE,EQUIPMENT,,ARTIFACT STATS,,TALENT PRIORITY,ABILITY TIPS
,,,WEAPON,ARTIFACT,MAIN STATS,SUBSTATS,,
,,DPS ✩,"1. The Widsith (4✩) [R5]
2. Lost Prayer to the Sacred Winds (5✩)
~= Kagura's Verity (5✩)
3. The Widsith (4✩)
4. Skyward Atlas (5✩)
~= Tulaytullah's Remembrance (5✩)
5. Memory of Dust (5✩)*
6. Solar Pearl (4✩)*
7. Dodoco Tales (4✩) [R5]
8. Blackcliff Agate (4✩)
9. Mappa Mare (4✩)
10. Magic Guide (3✩)

**Check Notes","1. Crimson Witch of Flames (2) +18% ATK set (2)
2. Lavawalker (4)*
3. Crimson Witch of Flames (4)*
4. Crimson Witch of Flames (2) Noblesse Oblige (2)
5. Wanderer's Troupe (4)*
","Sands - ATK% 
Goblet - Pyro DMG
Circlet - Crit Rate / DMG","1. Crit Rate / DMG 
2. ATK%
3. Elemental Mastery
4. Energy Recharge
5. Flat ATK","1. Normal Attack
2. Burst
3. Skill

","Klee has access to a number of animation cancels that allow her to deal damage with her talents faster than normal. 

Her N1 can be canceled through holding a directional key while clicking attack. This can be chained over and over again to produce a ""machine gun"" effect.

Her optimal combos include N1C and N2C. N1C is higher DPS but eats stamina faster, while N2C has more consistency in keeping enemies stunned and gives a higher chance of obtaining her A1 passive onto the following CA."
,"NOTES


In-depth Guide
from
Klee Mains + KQM","DPS
Being extremely squishy and prone to interruptions, Klee requires great positioning. Check out the in-depth guide to learn in-depth about animation cancelling which may help with this issue.

Regarding Weapon Choice:
Memory of Dust: This weapon's rankings assume that Klee is played without a shielder, as forcing a shielder for the additional 20 ATK% leads to a damage loss compared to her best teams, even if said shielder is Zhongli. If in a situation where Klee is played with a shielder anyway, this weapon would be on par with Skyward Atlas.
Solar Pearl: When using Solar Pearl, it is recommended to animation cancel a Normal Attack into an Elemental Skill and cancel that into her Elemental Burst at the start of her field time.

Regarding Artifact Sets:
Lavawalker (4): Klee's kit makes it harder to utilize Vaporize and Melt the same way another Pyro carry would, but her constant Pyro application makes Lavawalker (4) a viable set. See KleefulFrame's great number breakdown here.
Crimson Witch of Flames (4): This set is only recommended in a team where Klee is able to trigger Vaporize consistently.
Wanderer's Troupe (4): This set increases the Charged Attack by another 35% Damage Bonus. It can serve as a decent DPS choice but due to how clunky Klee's attack animations are, it's hard to put this in actual practice as it requires you to dodge more and consume more stamina, not to mention how the DPS gets caught up by the other builds mentioned above.",,,,,,
